"profileID","respID","qID","altID","obsID","price","origin","processing","Specialty_Coffee"
8,90,1,2,1425,30,"Colombia Cauca","Washed","SCA Score: 80"
9,90,1,3,1425,11,"Brazil Central Plateau","Natural","SCA Score: 90"
14,90,2,1,1426,30,"Brazil Central Plateau","Washed","SCA Score: 90"
3,90,2,2,1426,11,"Colombia Cauca","Natural","SCA Score: 80"
1,90,2,3,1426,11,"Brazil Central Plateau","Natural","SCA Score: 80"
2,90,3,1,1427,30,"Brazil Central Plateau","Natural","SCA Score: 80"
16,90,3,2,1427,30,"Colombia Cauca","Washed","SCA Score: 90"
8,90,3,3,1427,30,"Colombia Cauca","Washed","SCA Score: 80"
4,90,4,1,1428,30,"Colombia Cauca","Natural","SCA Score: 80"
10,90,4,2,1428,30,"Brazil Central Plateau","Natural","SCA Score: 90"
2,90,4,3,1428,30,"Brazil Central Plateau","Natural","SCA Score: 80"
8,90,5,1,1429,30,"Colombia Cauca","Washed","SCA Score: 80"
6,90,5,2,1429,30,"Brazil Central Plateau","Washed","SCA Score: 80"
7,90,5,3,1429,11,"Colombia Cauca","Washed","SCA Score: 80"
6,90,6,1,1430,30,"Brazil Central Plateau","Washed","SCA Score: 80"
2,90,6,2,1430,30,"Brazil Central Plateau","Natural","SCA Score: 80"
5,90,6,3,1430,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,90,7,1,1431,11,"Colombia Cauca","Natural","SCA Score: 90"
12,90,7,2,1431,30,"Colombia Cauca","Natural","SCA Score: 90"
6,90,7,3,1431,30,"Brazil Central Plateau","Washed","SCA Score: 80"
16,90,8,1,1432,30,"Colombia Cauca","Washed","SCA Score: 90"
1,90,8,2,1432,11,"Brazil Central Plateau","Natural","SCA Score: 80"
15,90,8,3,1432,11,"Colombia Cauca","Washed","SCA Score: 90"
9,90,9,1,1433,11,"Brazil Central Plateau","Natural","SCA Score: 90"
5,90,9,2,1433,11,"Brazil Central Plateau","Washed","SCA Score: 80"
14,90,9,3,1433,30,"Brazil Central Plateau","Washed","SCA Score: 90"
15,90,10,1,1434,11,"Colombia Cauca","Washed","SCA Score: 90"
9,90,10,2,1434,11,"Brazil Central Plateau","Natural","SCA Score: 90"
13,90,10,3,1434,11,"Brazil Central Plateau","Washed","SCA Score: 90"
1,90,11,1,1435,11,"Brazil Central Plateau","Natural","SCA Score: 80"
14,90,11,2,1435,30,"Brazil Central Plateau","Washed","SCA Score: 90"
12,90,11,3,1435,30,"Colombia Cauca","Natural","SCA Score: 90"
10,90,12,1,1436,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,90,12,2,1436,11,"Brazil Central Plateau","Washed","SCA Score: 90"
4,90,12,3,1436,30,"Colombia Cauca","Natural","SCA Score: 80"
7,90,13,1,1437,11,"Colombia Cauca","Washed","SCA Score: 80"
15,90,13,2,1437,11,"Colombia Cauca","Washed","SCA Score: 90"
16,90,13,3,1437,30,"Colombia Cauca","Washed","SCA Score: 90"
12,90,14,1,1438,30,"Colombia Cauca","Natural","SCA Score: 90"
4,90,14,2,1438,30,"Colombia Cauca","Natural","SCA Score: 80"
3,90,14,3,1438,11,"Colombia Cauca","Natural","SCA Score: 80"
5,90,15,1,1439,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,90,15,2,1439,11,"Colombia Cauca","Natural","SCA Score: 90"
10,90,15,3,1439,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,90,16,1,1440,11,"Brazil Central Plateau","Washed","SCA Score: 90"
7,90,16,2,1440,11,"Colombia Cauca","Washed","SCA Score: 80"
11,90,16,3,1440,11,"Colombia Cauca","Natural","SCA Score: 90"
3,91,1,1,1441,11,"Colombia Cauca","Natural","SCA Score: 80"
8,91,1,2,1441,30,"Colombia Cauca","Washed","SCA Score: 80"
9,91,1,3,1441,11,"Brazil Central Plateau","Natural","SCA Score: 90"
14,91,2,1,1442,30,"Brazil Central Plateau","Washed","SCA Score: 90"
3,91,2,2,1442,11,"Colombia Cauca","Natural","SCA Score: 80"
1,91,2,3,1442,11,"Brazil Central Plateau","Natural","SCA Score: 80"
2,91,3,1,1443,30,"Brazil Central Plateau","Natural","SCA Score: 80"
16,91,3,2,1443,30,"Colombia Cauca","Washed","SCA Score: 90"
8,91,3,3,1443,30,"Colombia Cauca","Washed","SCA Score: 80"
4,91,4,1,1444,30,"Colombia Cauca","Natural","SCA Score: 80"
10,91,4,2,1444,30,"Brazil Central Plateau","Natural","SCA Score: 90"
2,91,4,3,1444,30,"Brazil Central Plateau","Natural","SCA Score: 80"
8,91,5,1,1445,30,"Colombia Cauca","Washed","SCA Score: 80"
6,91,5,2,1445,30,"Brazil Central Plateau","Washed","SCA Score: 80"
7,91,5,3,1445,11,"Colombia Cauca","Washed","SCA Score: 80"
6,91,6,1,1446,30,"Brazil Central Plateau","Washed","SCA Score: 80"
2,91,6,2,1446,30,"Brazil Central Plateau","Natural","SCA Score: 80"
5,91,6,3,1446,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,91,7,1,1447,11,"Colombia Cauca","Natural","SCA Score: 90"
12,91,7,2,1447,30,"Colombia Cauca","Natural","SCA Score: 90"
6,91,7,3,1447,30,"Brazil Central Plateau","Washed","SCA Score: 80"
16,91,8,1,1448,30,"Colombia Cauca","Washed","SCA Score: 90"
1,91,8,2,1448,11,"Brazil Central Plateau","Natural","SCA Score: 80"
15,91,8,3,1448,11,"Colombia Cauca","Washed","SCA Score: 90"
9,91,9,1,1449,11,"Brazil Central Plateau","Natural","SCA Score: 90"
5,91,9,2,1449,11,"Brazil Central Plateau","Washed","SCA Score: 80"
14,91,9,3,1449,30,"Brazil Central Plateau","Washed","SCA Score: 90"
15,91,10,1,1450,11,"Colombia Cauca","Washed","SCA Score: 90"
9,91,10,2,1450,11,"Brazil Central Plateau","Natural","SCA Score: 90"
13,91,10,3,1450,11,"Brazil Central Plateau","Washed","SCA Score: 90"
1,91,11,1,1451,11,"Brazil Central Plateau","Natural","SCA Score: 80"
14,91,11,2,1451,30,"Brazil Central Plateau","Washed","SCA Score: 90"
12,91,11,3,1451,30,"Colombia Cauca","Natural","SCA Score: 90"
10,91,12,1,1452,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,91,12,2,1452,11,"Brazil Central Plateau","Washed","SCA Score: 90"
4,91,12,3,1452,30,"Colombia Cauca","Natural","SCA Score: 80"
7,91,13,1,1453,11,"Colombia Cauca","Washed","SCA Score: 80"
15,91,13,2,1453,11,"Colombia Cauca","Washed","SCA Score: 90"
16,91,13,3,1453,30,"Colombia Cauca","Washed","SCA Score: 90"
12,91,14,1,1454,30,"Colombia Cauca","Natural","SCA Score: 90"
4,91,14,2,1454,30,"Colombia Cauca","Natural","SCA Score: 80"
3,91,14,3,1454,11,"Colombia Cauca","Natural","SCA Score: 80"
5,91,15,1,1455,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,91,15,2,1455,11,"Colombia Cauca","Natural","SCA Score: 90"
10,91,15,3,1455,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,91,16,1,1456,11,"Brazil Central Plateau","Washed","SCA Score: 90"
7,91,16,2,1456,11,"Colombia Cauca","Washed","SCA Score: 80"
11,91,16,3,1456,11,"Colombia Cauca","Natural","SCA Score: 90"
3,92,1,1,1457,11,"Colombia Cauca","Natural","SCA Score: 80"
8,92,1,2,1457,30,"Colombia Cauca","Washed","SCA Score: 80"
9,92,1,3,1457,11,"Brazil Central Plateau","Natural","SCA Score: 90"
14,92,2,1,1458,30,"Brazil Central Plateau","Washed","SCA Score: 90"
3,92,2,2,1458,11,"Colombia Cauca","Natural","SCA Score: 80"
1,92,2,3,1458,11,"Brazil Central Plateau","Natural","SCA Score: 80"
2,92,3,1,1459,30,"Brazil Central Plateau","Natural","SCA Score: 80"
16,92,3,2,1459,30,"Colombia Cauca","Washed","SCA Score: 90"
8,92,3,3,1459,30,"Colombia Cauca","Washed","SCA Score: 80"
4,92,4,1,1460,30,"Colombia Cauca","Natural","SCA Score: 80"
10,92,4,2,1460,30,"Brazil Central Plateau","Natural","SCA Score: 90"
2,92,4,3,1460,30,"Brazil Central Plateau","Natural","SCA Score: 80"
8,92,5,1,1461,30,"Colombia Cauca","Washed","SCA Score: 80"
6,92,5,2,1461,30,"Brazil Central Plateau","Washed","SCA Score: 80"
7,92,5,3,1461,11,"Colombia Cauca","Washed","SCA Score: 80"
6,92,6,1,1462,30,"Brazil Central Plateau","Washed","SCA Score: 80"
2,92,6,2,1462,30,"Brazil Central Plateau","Natural","SCA Score: 80"
5,92,6,3,1462,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,92,7,1,1463,11,"Colombia Cauca","Natural","SCA Score: 90"
12,92,7,2,1463,30,"Colombia Cauca","Natural","SCA Score: 90"
6,92,7,3,1463,30,"Brazil Central Plateau","Washed","SCA Score: 80"
16,92,8,1,1464,30,"Colombia Cauca","Washed","SCA Score: 90"
1,92,8,2,1464,11,"Brazil Central Plateau","Natural","SCA Score: 80"
15,92,8,3,1464,11,"Colombia Cauca","Washed","SCA Score: 90"
9,92,9,1,1465,11,"Brazil Central Plateau","Natural","SCA Score: 90"
5,92,9,2,1465,11,"Brazil Central Plateau","Washed","SCA Score: 80"
14,92,9,3,1465,30,"Brazil Central Plateau","Washed","SCA Score: 90"
15,92,10,1,1466,11,"Colombia Cauca","Washed","SCA Score: 90"
9,92,10,2,1466,11,"Brazil Central Plateau","Natural","SCA Score: 90"
13,92,10,3,1466,11,"Brazil Central Plateau","Washed","SCA Score: 90"
1,92,11,1,1467,11,"Brazil Central Plateau","Natural","SCA Score: 80"
14,92,11,2,1467,30,"Brazil Central Plateau","Washed","SCA Score: 90"
12,92,11,3,1467,30,"Colombia Cauca","Natural","SCA Score: 90"
10,92,12,1,1468,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,92,12,2,1468,11,"Brazil Central Plateau","Washed","SCA Score: 90"
4,92,12,3,1468,30,"Colombia Cauca","Natural","SCA Score: 80"
7,92,13,1,1469,11,"Colombia Cauca","Washed","SCA Score: 80"
15,92,13,2,1469,11,"Colombia Cauca","Washed","SCA Score: 90"
16,92,13,3,1469,30,"Colombia Cauca","Washed","SCA Score: 90"
12,92,14,1,1470,30,"Colombia Cauca","Natural","SCA Score: 90"
4,92,14,2,1470,30,"Colombia Cauca","Natural","SCA Score: 80"
3,92,14,3,1470,11,"Colombia Cauca","Natural","SCA Score: 80"
5,92,15,1,1471,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,92,15,2,1471,11,"Colombia Cauca","Natural","SCA Score: 90"
10,92,15,3,1471,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,92,16,1,1472,11,"Brazil Central Plateau","Washed","SCA Score: 90"
7,92,16,2,1472,11,"Colombia Cauca","Washed","SCA Score: 80"
11,92,16,3,1472,11,"Colombia Cauca","Natural","SCA Score: 90"
3,93,1,1,1473,11,"Colombia Cauca","Natural","SCA Score: 80"
8,93,1,2,1473,30,"Colombia Cauca","Washed","SCA Score: 80"
9,93,1,3,1473,11,"Brazil Central Plateau","Natural","SCA Score: 90"
14,93,2,1,1474,30,"Brazil Central Plateau","Washed","SCA Score: 90"
3,93,2,2,1474,11,"Colombia Cauca","Natural","SCA Score: 80"
1,93,2,3,1474,11,"Brazil Central Plateau","Natural","SCA Score: 80"
2,93,3,1,1475,30,"Brazil Central Plateau","Natural","SCA Score: 80"
16,93,3,2,1475,30,"Colombia Cauca","Washed","SCA Score: 90"
8,93,3,3,1475,30,"Colombia Cauca","Washed","SCA Score: 80"
4,93,4,1,1476,30,"Colombia Cauca","Natural","SCA Score: 80"
10,93,4,2,1476,30,"Brazil Central Plateau","Natural","SCA Score: 90"
2,93,4,3,1476,30,"Brazil Central Plateau","Natural","SCA Score: 80"
8,93,5,1,1477,30,"Colombia Cauca","Washed","SCA Score: 80"
6,93,5,2,1477,30,"Brazil Central Plateau","Washed","SCA Score: 80"
7,93,5,3,1477,11,"Colombia Cauca","Washed","SCA Score: 80"
6,93,6,1,1478,30,"Brazil Central Plateau","Washed","SCA Score: 80"
2,93,6,2,1478,30,"Brazil Central Plateau","Natural","SCA Score: 80"
5,93,6,3,1478,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,93,7,1,1479,11,"Colombia Cauca","Natural","SCA Score: 90"
12,93,7,2,1479,30,"Colombia Cauca","Natural","SCA Score: 90"
6,93,7,3,1479,30,"Brazil Central Plateau","Washed","SCA Score: 80"
16,93,8,1,1480,30,"Colombia Cauca","Washed","SCA Score: 90"
1,93,8,2,1480,11,"Brazil Central Plateau","Natural","SCA Score: 80"
15,93,8,3,1480,11,"Colombia Cauca","Washed","SCA Score: 90"
9,93,9,1,1481,11,"Brazil Central Plateau","Natural","SCA Score: 90"
5,93,9,2,1481,11,"Brazil Central Plateau","Washed","SCA Score: 80"
14,93,9,3,1481,30,"Brazil Central Plateau","Washed","SCA Score: 90"
15,93,10,1,1482,11,"Colombia Cauca","Washed","SCA Score: 90"
9,93,10,2,1482,11,"Brazil Central Plateau","Natural","SCA Score: 90"
13,93,10,3,1482,11,"Brazil Central Plateau","Washed","SCA Score: 90"
1,93,11,1,1483,11,"Brazil Central Plateau","Natural","SCA Score: 80"
14,93,11,2,1483,30,"Brazil Central Plateau","Washed","SCA Score: 90"
12,93,11,3,1483,30,"Colombia Cauca","Natural","SCA Score: 90"
10,93,12,1,1484,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,93,12,2,1484,11,"Brazil Central Plateau","Washed","SCA Score: 90"
4,93,12,3,1484,30,"Colombia Cauca","Natural","SCA Score: 80"
7,93,13,1,1485,11,"Colombia Cauca","Washed","SCA Score: 80"
15,93,13,2,1485,11,"Colombia Cauca","Washed","SCA Score: 90"
16,93,13,3,1485,30,"Colombia Cauca","Washed","SCA Score: 90"
12,93,14,1,1486,30,"Colombia Cauca","Natural","SCA Score: 90"
4,93,14,2,1486,30,"Colombia Cauca","Natural","SCA Score: 80"
3,93,14,3,1486,11,"Colombia Cauca","Natural","SCA Score: 80"
5,93,15,1,1487,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,93,15,2,1487,11,"Colombia Cauca","Natural","SCA Score: 90"
10,93,15,3,1487,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,93,16,1,1488,11,"Brazil Central Plateau","Washed","SCA Score: 90"
7,93,16,2,1488,11,"Colombia Cauca","Washed","SCA Score: 80"
11,93,16,3,1488,11,"Colombia Cauca","Natural","SCA Score: 90"
3,94,1,1,1489,11,"Colombia Cauca","Natural","SCA Score: 80"
8,94,1,2,1489,30,"Colombia Cauca","Washed","SCA Score: 80"
9,94,1,3,1489,11,"Brazil Central Plateau","Natural","SCA Score: 90"
14,94,2,1,1490,30,"Brazil Central Plateau","Washed","SCA Score: 90"
3,94,2,2,1490,11,"Colombia Cauca","Natural","SCA Score: 80"
1,94,2,3,1490,11,"Brazil Central Plateau","Natural","SCA Score: 80"
2,94,3,1,1491,30,"Brazil Central Plateau","Natural","SCA Score: 80"
16,94,3,2,1491,30,"Colombia Cauca","Washed","SCA Score: 90"
8,94,3,3,1491,30,"Colombia Cauca","Washed","SCA Score: 80"
4,94,4,1,1492,30,"Colombia Cauca","Natural","SCA Score: 80"
10,94,4,2,1492,30,"Brazil Central Plateau","Natural","SCA Score: 90"
2,94,4,3,1492,30,"Brazil Central Plateau","Natural","SCA Score: 80"
8,94,5,1,1493,30,"Colombia Cauca","Washed","SCA Score: 80"
6,94,5,2,1493,30,"Brazil Central Plateau","Washed","SCA Score: 80"
7,94,5,3,1493,11,"Colombia Cauca","Washed","SCA Score: 80"
6,94,6,1,1494,30,"Brazil Central Plateau","Washed","SCA Score: 80"
2,94,6,2,1494,30,"Brazil Central Plateau","Natural","SCA Score: 80"
5,94,6,3,1494,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,94,7,1,1495,11,"Colombia Cauca","Natural","SCA Score: 90"
12,94,7,2,1495,30,"Colombia Cauca","Natural","SCA Score: 90"
6,94,7,3,1495,30,"Brazil Central Plateau","Washed","SCA Score: 80"
16,94,8,1,1496,30,"Colombia Cauca","Washed","SCA Score: 90"
1,94,8,2,1496,11,"Brazil Central Plateau","Natural","SCA Score: 80"
15,94,8,3,1496,11,"Colombia Cauca","Washed","SCA Score: 90"
9,94,9,1,1497,11,"Brazil Central Plateau","Natural","SCA Score: 90"
5,94,9,2,1497,11,"Brazil Central Plateau","Washed","SCA Score: 80"
14,94,9,3,1497,30,"Brazil Central Plateau","Washed","SCA Score: 90"
15,94,10,1,1498,11,"Colombia Cauca","Washed","SCA Score: 90"
9,94,10,2,1498,11,"Brazil Central Plateau","Natural","SCA Score: 90"
13,94,10,3,1498,11,"Brazil Central Plateau","Washed","SCA Score: 90"
1,94,11,1,1499,11,"Brazil Central Plateau","Natural","SCA Score: 80"
14,94,11,2,1499,30,"Brazil Central Plateau","Washed","SCA Score: 90"
12,94,11,3,1499,30,"Colombia Cauca","Natural","SCA Score: 90"
10,94,12,1,1500,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,94,12,2,1500,11,"Brazil Central Plateau","Washed","SCA Score: 90"
4,94,12,3,1500,30,"Colombia Cauca","Natural","SCA Score: 80"
7,94,13,1,1501,11,"Colombia Cauca","Washed","SCA Score: 80"
15,94,13,2,1501,11,"Colombia Cauca","Washed","SCA Score: 90"
16,94,13,3,1501,30,"Colombia Cauca","Washed","SCA Score: 90"
12,94,14,1,1502,30,"Colombia Cauca","Natural","SCA Score: 90"
4,94,14,2,1502,30,"Colombia Cauca","Natural","SCA Score: 80"
3,94,14,3,1502,11,"Colombia Cauca","Natural","SCA Score: 80"
5,94,15,1,1503,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,94,15,2,1503,11,"Colombia Cauca","Natural","SCA Score: 90"
10,94,15,3,1503,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,94,16,1,1504,11,"Brazil Central Plateau","Washed","SCA Score: 90"
7,94,16,2,1504,11,"Colombia Cauca","Washed","SCA Score: 80"
11,94,16,3,1504,11,"Colombia Cauca","Natural","SCA Score: 90"
3,95,1,1,1505,11,"Colombia Cauca","Natural","SCA Score: 80"
8,95,1,2,1505,30,"Colombia Cauca","Washed","SCA Score: 80"
9,95,1,3,1505,11,"Brazil Central Plateau","Natural","SCA Score: 90"
14,95,2,1,1506,30,"Brazil Central Plateau","Washed","SCA Score: 90"
3,95,2,2,1506,11,"Colombia Cauca","Natural","SCA Score: 80"
1,95,2,3,1506,11,"Brazil Central Plateau","Natural","SCA Score: 80"
2,95,3,1,1507,30,"Brazil Central Plateau","Natural","SCA Score: 80"
16,95,3,2,1507,30,"Colombia Cauca","Washed","SCA Score: 90"
8,95,3,3,1507,30,"Colombia Cauca","Washed","SCA Score: 80"
4,95,4,1,1508,30,"Colombia Cauca","Natural","SCA Score: 80"
10,95,4,2,1508,30,"Brazil Central Plateau","Natural","SCA Score: 90"
2,95,4,3,1508,30,"Brazil Central Plateau","Natural","SCA Score: 80"
8,95,5,1,1509,30,"Colombia Cauca","Washed","SCA Score: 80"
6,95,5,2,1509,30,"Brazil Central Plateau","Washed","SCA Score: 80"
7,95,5,3,1509,11,"Colombia Cauca","Washed","SCA Score: 80"
6,95,6,1,1510,30,"Brazil Central Plateau","Washed","SCA Score: 80"
2,95,6,2,1510,30,"Brazil Central Plateau","Natural","SCA Score: 80"
5,95,6,3,1510,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,95,7,1,1511,11,"Colombia Cauca","Natural","SCA Score: 90"
12,95,7,2,1511,30,"Colombia Cauca","Natural","SCA Score: 90"
6,95,7,3,1511,30,"Brazil Central Plateau","Washed","SCA Score: 80"
16,95,8,1,1512,30,"Colombia Cauca","Washed","SCA Score: 90"
1,95,8,2,1512,11,"Brazil Central Plateau","Natural","SCA Score: 80"
15,95,8,3,1512,11,"Colombia Cauca","Washed","SCA Score: 90"
9,95,9,1,1513,11,"Brazil Central Plateau","Natural","SCA Score: 90"
5,95,9,2,1513,11,"Brazil Central Plateau","Washed","SCA Score: 80"
14,95,9,3,1513,30,"Brazil Central Plateau","Washed","SCA Score: 90"
15,95,10,1,1514,11,"Colombia Cauca","Washed","SCA Score: 90"
9,95,10,2,1514,11,"Brazil Central Plateau","Natural","SCA Score: 90"
13,95,10,3,1514,11,"Brazil Central Plateau","Washed","SCA Score: 90"
1,95,11,1,1515,11,"Brazil Central Plateau","Natural","SCA Score: 80"
14,95,11,2,1515,30,"Brazil Central Plateau","Washed","SCA Score: 90"
12,95,11,3,1515,30,"Colombia Cauca","Natural","SCA Score: 90"
10,95,12,1,1516,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,95,12,2,1516,11,"Brazil Central Plateau","Washed","SCA Score: 90"
4,95,12,3,1516,30,"Colombia Cauca","Natural","SCA Score: 80"
7,95,13,1,1517,11,"Colombia Cauca","Washed","SCA Score: 80"
15,95,13,2,1517,11,"Colombia Cauca","Washed","SCA Score: 90"
16,95,13,3,1517,30,"Colombia Cauca","Washed","SCA Score: 90"
12,95,14,1,1518,30,"Colombia Cauca","Natural","SCA Score: 90"
4,95,14,2,1518,30,"Colombia Cauca","Natural","SCA Score: 80"
3,95,14,3,1518,11,"Colombia Cauca","Natural","SCA Score: 80"
5,95,15,1,1519,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,95,15,2,1519,11,"Colombia Cauca","Natural","SCA Score: 90"
10,95,15,3,1519,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,95,16,1,1520,11,"Brazil Central Plateau","Washed","SCA Score: 90"
7,95,16,2,1520,11,"Colombia Cauca","Washed","SCA Score: 80"
11,95,16,3,1520,11,"Colombia Cauca","Natural","SCA Score: 90"
3,96,1,1,1521,11,"Colombia Cauca","Natural","SCA Score: 80"
8,96,1,2,1521,30,"Colombia Cauca","Washed","SCA Score: 80"
9,96,1,3,1521,11,"Brazil Central Plateau","Natural","SCA Score: 90"
14,96,2,1,1522,30,"Brazil Central Plateau","Washed","SCA Score: 90"
3,96,2,2,1522,11,"Colombia Cauca","Natural","SCA Score: 80"
1,96,2,3,1522,11,"Brazil Central Plateau","Natural","SCA Score: 80"
2,96,3,1,1523,30,"Brazil Central Plateau","Natural","SCA Score: 80"
16,96,3,2,1523,30,"Colombia Cauca","Washed","SCA Score: 90"
8,96,3,3,1523,30,"Colombia Cauca","Washed","SCA Score: 80"
4,96,4,1,1524,30,"Colombia Cauca","Natural","SCA Score: 80"
10,96,4,2,1524,30,"Brazil Central Plateau","Natural","SCA Score: 90"
2,96,4,3,1524,30,"Brazil Central Plateau","Natural","SCA Score: 80"
8,96,5,1,1525,30,"Colombia Cauca","Washed","SCA Score: 80"
6,96,5,2,1525,30,"Brazil Central Plateau","Washed","SCA Score: 80"
7,96,5,3,1525,11,"Colombia Cauca","Washed","SCA Score: 80"
6,96,6,1,1526,30,"Brazil Central Plateau","Washed","SCA Score: 80"
2,96,6,2,1526,30,"Brazil Central Plateau","Natural","SCA Score: 80"
5,96,6,3,1526,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,96,7,1,1527,11,"Colombia Cauca","Natural","SCA Score: 90"
12,96,7,2,1527,30,"Colombia Cauca","Natural","SCA Score: 90"
6,96,7,3,1527,30,"Brazil Central Plateau","Washed","SCA Score: 80"
16,96,8,1,1528,30,"Colombia Cauca","Washed","SCA Score: 90"
1,96,8,2,1528,11,"Brazil Central Plateau","Natural","SCA Score: 80"
15,96,8,3,1528,11,"Colombia Cauca","Washed","SCA Score: 90"
9,96,9,1,1529,11,"Brazil Central Plateau","Natural","SCA Score: 90"
5,96,9,2,1529,11,"Brazil Central Plateau","Washed","SCA Score: 80"
14,96,9,3,1529,30,"Brazil Central Plateau","Washed","SCA Score: 90"
15,96,10,1,1530,11,"Colombia Cauca","Washed","SCA Score: 90"
9,96,10,2,1530,11,"Brazil Central Plateau","Natural","SCA Score: 90"
13,96,10,3,1530,11,"Brazil Central Plateau","Washed","SCA Score: 90"
1,96,11,1,1531,11,"Brazil Central Plateau","Natural","SCA Score: 80"
14,96,11,2,1531,30,"Brazil Central Plateau","Washed","SCA Score: 90"
12,96,11,3,1531,30,"Colombia Cauca","Natural","SCA Score: 90"
10,96,12,1,1532,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,96,12,2,1532,11,"Brazil Central Plateau","Washed","SCA Score: 90"
4,96,12,3,1532,30,"Colombia Cauca","Natural","SCA Score: 80"
7,96,13,1,1533,11,"Colombia Cauca","Washed","SCA Score: 80"
15,96,13,2,1533,11,"Colombia Cauca","Washed","SCA Score: 90"
16,96,13,3,1533,30,"Colombia Cauca","Washed","SCA Score: 90"
12,96,14,1,1534,30,"Colombia Cauca","Natural","SCA Score: 90"
4,96,14,2,1534,30,"Colombia Cauca","Natural","SCA Score: 80"
3,96,14,3,1534,11,"Colombia Cauca","Natural","SCA Score: 80"
5,96,15,1,1535,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,96,15,2,1535,11,"Colombia Cauca","Natural","SCA Score: 90"
10,96,15,3,1535,30,"Brazil Central Plateau","Natural","SCA Score: 90"
13,96,16,1,1536,11,"Brazil Central Plateau","Washed","SCA Score: 90"
7,96,16,2,1536,11,"Colombia Cauca","Washed","SCA Score: 80"
11,96,16,3,1536,11,"Colombia Cauca","Natural","SCA Score: 90"
3,97,1,1,1537,11,"Colombia Cauca","Natural","SCA Score: 80"
8,97,1,2,1537,30,"Colombia Cauca","Washed","SCA Score: 80"
9,97,1,3,1537,11,"Brazil Central Plateau","Natural","SCA Score: 90"
14,97,2,1,1538,30,"Brazil Central Plateau","Washed","SCA Score: 90"
3,97,2,2,1538,11,"Colombia Cauca","Natural","SCA Score: 80"
1,97,2,3,1538,11,"Brazil Central Plateau","Natural","SCA Score: 80"
2,97,3,1,1539,30,"Brazil Central Plateau","Natural","SCA Score: 80"
16,97,3,2,1539,30,"Colombia Cauca","Washed","SCA Score: 90"
8,97,3,3,1539,30,"Colombia Cauca","Washed","SCA Score: 80"
4,97,4,1,1540,30,"Colombia Cauca","Natural","SCA Score: 80"
10,97,4,2,1540,30,"Brazil Central Plateau","Natural","SCA Score: 90"
2,97,4,3,1540,30,"Brazil Central Plateau","Natural","SCA Score: 80"
8,97,5,1,1541,30,"Colombia Cauca","Washed","SCA Score: 80"
6,97,5,2,1541,30,"Brazil Central Plateau","Washed","SCA Score: 80"
7,97,5,3,1541,11,"Colombia Cauca","Washed","SCA Score: 80"
6,97,6,1,1542,30,"Brazil Central Plateau","Washed","SCA Score: 80"
2,97,6,2,1542,30,"Brazil Central Plateau","Natural","SCA Score: 80"
5,97,6,3,1542,11,"Brazil Central Plateau","Washed","SCA Score: 80"
11,97,7,1,1543,11,"Colombia Cauca","Natural","SCA Score: 90"
12,97,7,2,1543,30,"Colombia Cauca","Natural","SCA Score: 90"
6,97,7,3,1543,30,"Brazil Central Plateau","Washed","SCA Score: 80"
16,97,8,1,1544,30,"Colombia Cauca","Washed","SCA Score: 90"
1,97,8,2,1544,11,"Brazil Central Plateau","Natural","SCA Score: 80"
15,97,8,3,1544,11,"Colombia Cauca","Washed","SCA Score: 90"
9,97,9,1,1545,11,"Brazil Central Plateau","Natural","SCA Score: 90"
5,97,9,2,1545,11,"Brazil Central Plateau","Washed","SCA Score: 80"
14,97,9,3,1545,30,"Brazil Central Plateau","Washed","SCA Score: 90"
15,97,10,1,1546,11,"Colombia Cauca","Washed","SCA Score: 90"
9,97,10,2,1546,11,"Brazil Central Plateau","Natural","SCA Score: 90"
13,97,10,3,1546,11,"Brazil Central Plateau","Washed","SCA Score: 90"
1,97,11,1,1547,11,"Brazil Central Plateau","Natural","SCA Score: 80"
14,97,11,2,1547,30,"Brazil Central Plateau","Washed","SCA Score: 90"
